metric,system,rep,x,y
gyrate_protein,drugs2263,rep1,2.78,3.43063
gyrate_protein,drugs2263,rep1,2.79,3.41935
gyrate_protein,drugs2263,rep1,2.8,3.45307
gyrate_protein,drugs2263,rep1,2.81,3.45574
gyrate_protein,drugs2263,rep1,2.82,3.46779
gyrate_protein,drugs2263,rep1,2.83,3.46449
gyrate_protein,drugs2263,rep1,2.84,3.4193
gyrate_protein,drugs2263,rep1,2.85,3.42541
gyrate_protein,drugs2263,rep1,2.86,3.45333
gyrate_protein,drugs2263,rep1,2.87,3.50024
gyrate_protein,drugs2263,rep1,2.88,3.47251
gyrate_protein,drugs2263,rep1,2.89,3.43713
gyrate_protein,drugs2263,rep1,2.9,3.44581
gyrate_protein,drugs2263,rep1,2.91,3.4578
gyrate_protein,drugs2263,rep1,2.92,3.42314
gyrate_protein,drugs2263,rep1,2.93,3.42414
gyrate_protein,drugs2263,rep1,2.94,3.41744
gyrate_protein,drugs2263,rep1,2.95,3.41134
gyrate_protein,drugs2263,rep1,2.96,3.37388
gyrate_protein,drugs2263,rep1,2.97,3.36446
gyrate_protein,drugs2263,rep1,2.98,3.37371
gyrate_protein,drugs2263,rep1,2.99,3.37858
gyrate_protein,drugs2263,rep1,3.0,3.39912
gyrate_protein,drugs2263,rep1,3.01,3.45387
gyrate_protein,drugs2263,rep1,3.02,3.47885
gyrate_protein,drugs2263,rep1,3.03,3.49373
gyrate_protein,drugs2263,rep1,3.04,3.48275
gyrate_protein,drugs2263,rep1,3.05,3.46138
gyrate_protein,drugs2263,rep1,3.06,3.48348
gyrate_protein,drugs2263,rep1,3.07,3.4893
gyrate_protein,drugs2263,rep1,3.08,3.53123
gyrate_protein,drugs2263,rep1,3.09,3.57717
gyrate_protein,drugs2263,rep1,3.1,3.56177
gyrate_protein,drugs2263,rep1,3.11,3.55551
gyrate_protein,drugs2263,rep1,3.12,3.5396
gyrate_protein,drugs2263,rep1,3.13,3.53069
gyrate_protein,drugs2263,rep1,3.14,3.53699
gyrate_protein,drugs2263,rep1,3.15,3.50892
gyrate_protein,drugs2263,rep1,3.16,3.534
gyrate_protein,drugs2263,rep1,3.17,3.51989
gyrate_protein,drugs2263,rep1,3.18,3.52636
gyrate_protein,drugs2263,rep1,3.19,3.5129
gyrate_protein,drugs2263,rep1,3.2,3.51125
gyrate_protein,drugs2263,rep1,3.21,3.51709
gyrate_protein,drugs2263,rep1,3.22,3.52845
gyrate_protein,drugs2263,rep1,3.23,3.49399
gyrate_protein,drugs2263,rep1,3.24,3.47071
gyrate_protein,drugs2263,rep1,3.25,3.45849
gyrate_protein,drugs2263,rep1,3.26,3.4773
gyrate_protein,drugs2263,rep1,3.27,3.46241
gyrate_protein,drugs2263,rep1,3.28,3.48693
gyrate_protein,drugs2263,rep1,3.29,3.53164
gyrate_protein,drugs2263,rep1,3.3,3.47695
gyrate_protein,drugs2263,rep1,3.31,3.43686
gyrate_protein,drugs2263,rep1,3.32,3.4351
gyrate_protein,drugs2263,rep1,3.33,3.46268
gyrate_protein,drugs2263,rep1,3.34,3.4646
gyrate_protein,drugs2263,rep1,3.35,3.45758
gyrate_protein,drugs2263,rep1,3.36,3.48207
gyrate_protein,drugs2263,rep1,3.37,3.49605
gyrate_protein,drugs2263,rep1,3.38,3.48369
gyrate_protein,drugs2263,rep1,3.39,3.46489
gyrate_protein,drugs2263,rep1,3.4,3.45501
gyrate_protein,drugs2263,rep1,3.41,3.4902
gyrate_protein,drugs2263,rep1,3.42,3.50704
gyrate_protein,drugs2263,rep1,3.43,3.51127
gyrate_protein,drugs2263,rep1,3.44,3.55173
gyrate_protein,drugs2263,rep1,3.45,3.60042
gyrate_protein,drugs2263,rep1,3.46,3.60911
gyrate_protein,drugs2263,rep1,3.47,3.58989
gyrate_protein,drugs2263,rep1,3.48,3.59672
gyrate_protein,drugs2263,rep1,3.49,3.56633
gyrate_protein,drugs2263,rep1,3.5,3.52619
gyrate_protein,drugs2263,rep1,3.51,3.52476
gyrate_protein,drugs2263,rep1,3.52,3.52811
gyrate_protein,drugs2263,rep1,3.53,3.48898
gyrate_protein,drugs2263,rep1,3.54,3.4737
gyrate_protein,drugs2263,rep1,3.55,3.50631
gyrate_protein,drugs2263,rep1,3.56,3.48924
gyrate_protein,drugs2263,rep1,3.57,3.52485
gyrate_protein,drugs2263,rep1,3.58,3.57979
gyrate_protein,drugs2263,rep1,3.59,3.55591
gyrate_protein,drugs2263,rep1,3.6,3.54881
gyrate_protein,drugs2263,rep1,3.61,3.54769
gyrate_protein,drugs2263,rep1,3.62,3.58775
gyrate_protein,drugs2263,rep1,3.63,3.56827
gyrate_protein,drugs2263,rep1,3.64,3.64984
gyrate_protein,drugs2263,rep1,3.65,3.61595
gyrate_protein,drugs2263,rep1,3.66,3.57664
gyrate_protein,drugs2263,rep1,3.67,3.56746
gyrate_protein,drugs2263,rep1,3.68,3.56505
gyrate_protein,drugs2263,rep1,3.69,3.56142
gyrate_protein,drugs2263,rep1,3.7,3.55923
gyrate_protein,drugs2263,rep1,3.71,3.56742
gyrate_protein,drugs2263,rep1,3.72,3.59
gyrate_protein,drugs2263,rep1,3.73,3.56742
gyrate_protein,drugs2263,rep1,3.74,3.59877
gyrate_protein,drugs2263,rep1,3.75,3.57245
gyrate_protein,drugs2263,rep1,3.76,3.56605
gyrate_protein,drugs2263,rep1,3.77,3.5095
gyrate_protein,drugs2263,rep1,3.78,3.50438
gyrate_protein,drugs2263,rep1,3.79,3.51949
gyrate_protein,drugs2263,rep1,3.8,3.53581
gyrate_protein,drugs2263,rep1,3.81,3.52757
gyrate_protein,drugs2263,rep1,3.82,3.53682
gyrate_protein,drugs2263,rep1,3.83,3.57231
gyrate_protein,drugs2263,rep1,3.84,3.59713
gyrate_protein,drugs2263,rep1,3.85,3.58215
gyrate_protein,drugs2263,rep1,3.86,3.56989
gyrate_protein,drugs2263,rep1,3.87,3.61373
gyrate_protein,drugs2263,rep1,3.88,3.66085
gyrate_protein,drugs2263,rep1,3.89,3.64124
gyrate_protein,drugs2263,rep1,3.9,3.61289
gyrate_protein,drugs2263,rep1,3.91,3.58913
gyrate_protein,drugs2263,rep1,3.92,3.62423
gyrate_protein,drugs2263,rep1,3.93,3.64431
gyrate_protein,drugs2263,rep1,3.94,3.64951
gyrate_protein,drugs2263,rep1,3.95,3.6678
gyrate_protein,drugs2263,rep1,3.96,3.63147
gyrate_protein,drugs2263,rep1,3.97,3.62165
gyrate_protein,drugs2263,rep1,3.98,3.61805
gyrate_protein,drugs2263,rep1,3.99,3.60992
gyrate_protein,drugs2263,rep1,4.0,3.59758
gyrate_protein,drugs2263,rep1,4.01,3.63295
gyrate_protein,drugs2263,rep1,4.02,3.62659
gyrate_protein,drugs2263,rep1,4.03,3.63783
gyrate_protein,drugs2263,rep1,4.04,3.64562
gyrate_protein,drugs2263,rep1,4.05,3.63051
gyrate_protein,drugs2263,rep1,4.06,3.63879
gyrate_protein,drugs2263,rep1,4.07,3.64728
gyrate_protein,drugs2263,rep1,4.08,3.63449
gyrate_protein,drugs2263,rep1,4.09,3.628
gyrate_protein,drugs2263,rep1,4.1,3.65843
gyrate_protein,drugs2263,rep1,4.11,3.65781
gyrate_protein,drugs2263,rep1,4.12,3.65376
gyrate_protein,drugs2263,rep1,4.13,3.69541
gyrate_protein,drugs2263,rep1,4.14,3.68983
gyrate_protein,drugs2263,rep1,4.15,3.68303
gyrate_protein,drugs2263,rep1,4.16,3.68953
gyrate_protein,drugs2263,rep1,4.17,3.72308
gyrate_protein,drugs2263,rep1,4.18,3.69064
gyrate_protein,drugs2263,rep1,4.19,3.68501
gyrate_protein,drugs2263,rep1,4.2,3.64595
gyrate_protein,drugs2263,rep1,4.21,3.64144
gyrate_protein,drugs2263,rep1,4.22,3.65411
gyrate_protein,drugs2263,rep1,4.23,3.65114
gyrate_protein,drugs2263,rep1,4.24,3.64709
gyrate_protein,drugs2263,rep1,4.25,3.64274
gyrate_protein,drugs2263,rep1,4.26,3.6175
gyrate_protein,drugs2263,rep1,4.27,3.61953
gyrate_protein,drugs2263,rep1,4.28,3.60175
gyrate_protein,drugs2263,rep1,4.29,3.59156
gyrate_protein,drugs2263,rep1,4.3,3.62244
gyrate_protein,drugs2263,rep1,4.31,3.63156
gyrate_protein,drugs2263,rep1,4.32,3.61934
gyrate_protein,drugs2263,rep1,4.33,3.62597
gyrate_protein,drugs2263,rep1,4.34,3.62517
gyrate_protein,drugs2263,rep1,4.35,3.63277
gyrate_protein,drugs2263,rep1,4.36,3.65744
gyrate_protein,drugs2263,rep1,4.37,3.65792
gyrate_protein,drugs2263,rep1,4.38,3.66278
gyrate_protein,drugs2263,rep1,4.39,3.67659
gyrate_protein,drugs2263,rep1,4.4,3.63001
gyrate_protein,drugs2263,rep1,4.41,3.64701
gyrate_protein,drugs2263,rep1,4.42,3.60134
gyrate_protein,drugs2263,rep1,4.43,3.59865
gyrate_protein,drugs2263,rep1,4.44,3.59606
gyrate_protein,drugs2263,rep1,4.45,3.59307
gyrate_protein,drugs2263,rep1,4.46,3.59893
gyrate_protein,drugs2263,rep1,4.47,3.5729
gyrate_protein,drugs2263,rep1,4.48,3.57207
gyrate_protein,drugs2263,rep1,4.49,3.58327
gyrate_protein,drugs2263,rep1,4.5,3.56873
gyrate_protein,drugs2263,rep1,4.51,3.58442
gyrate_protein,drugs2263,rep1,4.52,3.59529
gyrate_protein,drugs2263,rep1,4.53,3.58058
gyrate_protein,drugs2263,rep1,4.54,3.54695
gyrate_protein,drugs2263,rep1,4.55,3.58969
gyrate_protein,drugs2263,rep1,4.56,3.5925
gyrate_protein,drugs2263,rep1,4.57,3.6179
gyrate_protein,drugs2263,rep1,4.58,3.63033
gyrate_protein,drugs2263,rep1,4.59,3.69048
gyrate_protein,drugs2263,rep1,4.6,3.6614
gyrate_protein,drugs2263,rep1,4.61,3.65137
gyrate_protein,drugs2263,rep1,4.62,3.65917
gyrate_protein,drugs2263,rep1,4.63,3.68577
gyrate_protein,drugs2263,rep1,4.64,3.71216
gyrate_protein,drugs2263,rep1,4.65,3.74142
gyrate_protein,drugs2263,rep1,4.66,3.71092
gyrate_protein,drugs2263,rep1,4.67,3.65677
gyrate_protein,drugs2263,rep1,4.68,3.67236
gyrate_protein,drugs2263,rep1,4.69,3.67811
gyrate_protein,drugs2263,rep1,4.7,3.6959
gyrate_protein,drugs2263,rep1,4.71,3.72702
gyrate_protein,drugs2263,rep1,4.72,3.73639
gyrate_protein,drugs2263,rep1,4.73,3.69947
gyrate_protein,drugs2263,rep1,4.74,3.71871
gyrate_protein,drugs2263,rep1,4.75,3.73199
gyrate_protein,drugs2263,rep1,4.76,3.68608
gyrate_protein,drugs2263,rep1,4.77,3.67363
gyrate_protein,drugs2263,rep1,4.78,3.66719
gyrate_protein,drugs2263,rep1,4.79,3.66118
gyrate_protein,drugs2263,rep1,4.8,3.66761
gyrate_protein,drugs2263,rep1,4.81,3.70936
gyrate_protein,drugs2263,rep1,4.82,3.70087
gyrate_protein,drugs2263,rep1,4.83,3.69868
gyrate_protein,drugs2263,rep1,4.84,3.68784
gyrate_protein,drugs2263,rep1,4.85,3.6663
gyrate_protein,drugs2263,rep1,4.86,3.67555
gyrate_protein,drugs2263,rep1,4.87,3.67224
gyrate_protein,drugs2263,rep1,4.88,3.6802
gyrate_protein,drugs2263,rep1,4.89,3.68338
gyrate_protein,drugs2263,rep1,4.9,3.71036
gyrate_protein,drugs2263,rep1,4.91,3.69376
gyrate_protein,drugs2263,rep1,4.92,3.7025
gyrate_protein,drugs2263,rep1,4.93,3.66752
gyrate_protein,drugs2263,rep1,4.94,3.68362
gyrate_protein,drugs2263,rep1,4.95,3.67051
gyrate_protein,drugs2263,rep1,4.96,3.62079
gyrate_protein,drugs2263,rep1,4.97,3.63341
gyrate_protein,drugs2263,rep1,4.98,3.64333
gyrate_protein,drugs2263,rep1,4.99,3.65636
gyrate_protein,drugs2263,rep1,5.0,3.70053
gyrate_protein,drugs2263,rep1,5.01,3.65569
gyrate_protein,drugs2263,rep1,5.02,3.6126
gyrate_protein,drugs2263,rep1,5.03,3.62183
gyrate_protein,drugs2263,rep1,5.04,3.53791
gyrate_protein,drugs2263,rep1,5.05,3.50982
gyrate_protein,drugs2263,rep1,5.06,3.48126
gyrate_protein,drugs2263,rep1,5.07,3.49662
gyrate_protein,drugs2263,rep1,5.08,3.48677
gyrate_protein,drugs2263,rep1,5.09,3.45174
gyrate_protein,drugs2263,rep1,5.1,3.49108
gyrate_protein,drugs2263,rep1,5.11,3.48588
gyrate_protein,drugs2263,rep1,5.12,3.47105
gyrate_protein,drugs2263,rep1,5.13,3.48461
gyrate_protein,drugs2263,rep1,5.14,3.49617
gyrate_protein,drugs2263,rep1,5.15,3.52783
gyrate_protein,drugs2263,rep1,5.16,3.51219
