metric,system,rep,x,y
contacts_prot_lig,drugs2263,rep1,2.85,21.0
contacts_prot_lig,drugs2263,rep1,2.86,22.0
contacts_prot_lig,drugs2263,rep1,2.87,25.0
contacts_prot_lig,drugs2263,rep1,2.88,22.0
contacts_prot_lig,drugs2263,rep1,2.89,26.0
contacts_prot_lig,drugs2263,rep1,2.9,24.0
contacts_prot_lig,drugs2263,rep1,2.91,27.0
contacts_prot_lig,drugs2263,rep1,2.92,19.0
contacts_prot_lig,drugs2263,rep1,2.93,20.0
contacts_prot_lig,drugs2263,rep1,2.94,22.0
contacts_prot_lig,drugs2263,rep1,2.95,21.0
contacts_prot_lig,drugs2263,rep1,2.96,22.0
contacts_prot_lig,drugs2263,rep1,2.97,24.0
contacts_prot_lig,drugs2263,rep1,2.98,24.0
contacts_prot_lig,drugs2263,rep1,2.99,23.0
contacts_prot_lig,drugs2263,rep1,3.0,22.0
contacts_prot_lig,drugs2263,rep1,3.01,21.0
contacts_prot_lig,drugs2263,rep1,3.02,23.0
contacts_prot_lig,drugs2263,rep1,3.03,24.0
contacts_prot_lig,drugs2263,rep1,3.04,24.0
contacts_prot_lig,drugs2263,rep1,3.05,23.0
contacts_prot_lig,drugs2263,rep1,3.06,20.0
contacts_prot_lig,drugs2263,rep1,3.07,19.0
contacts_prot_lig,drugs2263,rep1,3.08,23.0
contacts_prot_lig,drugs2263,rep1,3.09,24.0
contacts_prot_lig,drugs2263,rep1,3.1,20.0
contacts_prot_lig,drugs2263,rep1,3.11,23.0
contacts_prot_lig,drugs2263,rep1,3.12,22.0
contacts_prot_lig,drugs2263,rep1,3.13,23.0
contacts_prot_lig,drugs2263,rep1,3.14,28.0
contacts_prot_lig,drugs2263,rep1,3.15,19.0
contacts_prot_lig,drugs2263,rep1,3.16,28.0
contacts_prot_lig,drugs2263,rep1,3.17,25.0
contacts_prot_lig,drugs2263,rep1,3.18,23.0
contacts_prot_lig,drugs2263,rep1,3.19,21.0
contacts_prot_lig,drugs2263,rep1,3.2,24.0
contacts_prot_lig,drugs2263,rep1,3.21,22.0
contacts_prot_lig,drugs2263,rep1,3.22,24.0
contacts_prot_lig,drugs2263,rep1,3.23,23.0
contacts_prot_lig,drugs2263,rep1,3.24,23.0
contacts_prot_lig,drugs2263,rep1,3.25,26.0
contacts_prot_lig,drugs2263,rep1,3.26,17.0
contacts_prot_lig,drugs2263,rep1,3.27,19.0
contacts_prot_lig,drugs2263,rep1,3.28,22.0
contacts_prot_lig,drugs2263,rep1,3.29,21.0
contacts_prot_lig,drugs2263,rep1,3.3,21.0
contacts_prot_lig,drugs2263,rep1,3.31,24.0
contacts_prot_lig,drugs2263,rep1,3.32,23.0
contacts_prot_lig,drugs2263,rep1,3.33,16.0
contacts_prot_lig,drugs2263,rep1,3.34,21.0
contacts_prot_lig,drugs2263,rep1,3.35,20.0
contacts_prot_lig,drugs2263,rep1,3.36,22.0
contacts_prot_lig,drugs2263,rep1,3.37,19.0
contacts_prot_lig,drugs2263,rep1,3.38,23.0
contacts_prot_lig,drugs2263,rep1,3.39,26.0
contacts_prot_lig,drugs2263,rep1,3.4,29.0
contacts_prot_lig,drugs2263,rep1,3.41,24.0
contacts_prot_lig,drugs2263,rep1,3.42,24.0
contacts_prot_lig,drugs2263,rep1,3.43,24.0
contacts_prot_lig,drugs2263,rep1,3.44,21.0
contacts_prot_lig,drugs2263,rep1,3.45,29.0
contacts_prot_lig,drugs2263,rep1,3.46,26.0
contacts_prot_lig,drugs2263,rep1,3.47,22.0
contacts_prot_lig,drugs2263,rep1,3.48,26.0
contacts_prot_lig,drugs2263,rep1,3.49,31.0
contacts_prot_lig,drugs2263,rep1,3.5,25.0
contacts_prot_lig,drugs2263,rep1,3.51,26.0
contacts_prot_lig,drugs2263,rep1,3.52,24.0
contacts_prot_lig,drugs2263,rep1,3.53,22.0
contacts_prot_lig,drugs2263,rep1,3.54,22.0
contacts_prot_lig,drugs2263,rep1,3.55,21.0
contacts_prot_lig,drugs2263,rep1,3.56,26.0
contacts_prot_lig,drugs2263,rep1,3.57,29.0
contacts_prot_lig,drugs2263,rep1,3.58,26.0
contacts_prot_lig,drugs2263,rep1,3.59,27.0
contacts_prot_lig,drugs2263,rep1,3.6,21.0
contacts_prot_lig,drugs2263,rep1,3.61,25.0
contacts_prot_lig,drugs2263,rep1,3.62,32.0
contacts_prot_lig,drugs2263,rep1,3.63,28.0
contacts_prot_lig,drugs2263,rep1,3.64,28.0
contacts_prot_lig,drugs2263,rep1,3.65,26.0
contacts_prot_lig,drugs2263,rep1,3.66,28.0
contacts_prot_lig,drugs2263,rep1,3.67,24.0
contacts_prot_lig,drugs2263,rep1,3.68,28.0
contacts_prot_lig,drugs2263,rep1,3.69,20.0
contacts_prot_lig,drugs2263,rep1,3.7,25.0
contacts_prot_lig,drugs2263,rep1,3.71,19.0
contacts_prot_lig,drugs2263,rep1,3.72,21.0
contacts_prot_lig,drugs2263,rep1,3.73,26.0
contacts_prot_lig,drugs2263,rep1,3.74,27.0
contacts_prot_lig,drugs2263,rep1,3.75,26.0
contacts_prot_lig,drugs2263,rep1,3.76,27.0
contacts_prot_lig,drugs2263,rep1,3.77,25.0
contacts_prot_lig,drugs2263,rep1,3.78,26.0
contacts_prot_lig,drugs2263,rep1,3.79,21.0
contacts_prot_lig,drugs2263,rep1,3.8,20.0
contacts_prot_lig,drugs2263,rep1,3.81,27.0
contacts_prot_lig,drugs2263,rep1,3.82,29.0
contacts_prot_lig,drugs2263,rep1,3.83,26.0
contacts_prot_lig,drugs2263,rep1,3.84,26.0
contacts_prot_lig,drugs2263,rep1,3.85,30.0
contacts_prot_lig,drugs2263,rep1,3.86,28.0
contacts_prot_lig,drugs2263,rep1,3.87,23.0
contacts_prot_lig,drugs2263,rep1,3.88,28.0
contacts_prot_lig,drugs2263,rep1,3.89,23.0
contacts_prot_lig,drugs2263,rep1,3.9,23.0
contacts_prot_lig,drugs2263,rep1,3.91,17.0
contacts_prot_lig,drugs2263,rep1,3.92,20.0
contacts_prot_lig,drugs2263,rep1,3.93,26.0
contacts_prot_lig,drugs2263,rep1,3.94,24.0
contacts_prot_lig,drugs2263,rep1,3.95,22.0
contacts_prot_lig,drugs2263,rep1,3.96,24.0
contacts_prot_lig,drugs2263,rep1,3.97,22.0
contacts_prot_lig,drugs2263,rep1,3.98,24.0
contacts_prot_lig,drugs2263,rep1,3.99,21.0
contacts_prot_lig,drugs2263,rep1,4.0,25.0
contacts_prot_lig,drugs2263,rep1,4.01,20.0
contacts_prot_lig,drugs2263,rep1,4.02,21.0
contacts_prot_lig,drugs2263,rep1,4.03,28.0
contacts_prot_lig,drugs2263,rep1,4.04,25.0
contacts_prot_lig,drugs2263,rep1,4.05,26.0
contacts_prot_lig,drugs2263,rep1,4.06,29.0
contacts_prot_lig,drugs2263,rep1,4.07,29.0
contacts_prot_lig,drugs2263,rep1,4.08,34.0
contacts_prot_lig,drugs2263,rep1,4.09,33.0
contacts_prot_lig,drugs2263,rep1,4.1,32.0
contacts_prot_lig,drugs2263,rep1,4.11,30.0
contacts_prot_lig,drugs2263,rep1,4.12,34.0
contacts_prot_lig,drugs2263,rep1,4.13,33.0
contacts_prot_lig,drugs2263,rep1,4.14,34.0
contacts_prot_lig,drugs2263,rep1,4.15,32.0
contacts_prot_lig,drugs2263,rep1,4.16,30.0
contacts_prot_lig,drugs2263,rep1,4.17,27.0
contacts_prot_lig,drugs2263,rep1,4.18,31.0
contacts_prot_lig,drugs2263,rep1,4.19,32.0
contacts_prot_lig,drugs2263,rep1,4.2,34.0
contacts_prot_lig,drugs2263,rep1,4.21,28.0
contacts_prot_lig,drugs2263,rep1,4.22,30.0
contacts_prot_lig,drugs2263,rep1,4.23,29.0
contacts_prot_lig,drugs2263,rep1,4.24,34.0
contacts_prot_lig,drugs2263,rep1,4.25,32.0
contacts_prot_lig,drugs2263,rep1,4.26,29.0
contacts_prot_lig,drugs2263,rep1,4.27,30.0
contacts_prot_lig,drugs2263,rep1,4.28,32.0
contacts_prot_lig,drugs2263,rep1,4.29,34.0
contacts_prot_lig,drugs2263,rep1,4.3,34.0
contacts_prot_lig,drugs2263,rep1,4.31,34.0
contacts_prot_lig,drugs2263,rep1,4.32,31.0
contacts_prot_lig,drugs2263,rep1,4.33,35.0
contacts_prot_lig,drugs2263,rep1,4.34,30.0
contacts_prot_lig,drugs2263,rep1,4.35,31.0
contacts_prot_lig,drugs2263,rep1,4.36,32.0
contacts_prot_lig,drugs2263,rep1,4.37,32.0
contacts_prot_lig,drugs2263,rep1,4.38,35.0
contacts_prot_lig,drugs2263,rep1,4.39,34.0
contacts_prot_lig,drugs2263,rep1,4.4,35.0
contacts_prot_lig,drugs2263,rep1,4.41,32.0
contacts_prot_lig,drugs2263,rep1,4.42,32.0
contacts_prot_lig,drugs2263,rep1,4.43,33.0
contacts_prot_lig,drugs2263,rep1,4.44,30.0
contacts_prot_lig,drugs2263,rep1,4.45,29.0
contacts_prot_lig,drugs2263,rep1,4.46,32.0
contacts_prot_lig,drugs2263,rep1,4.47,31.0
contacts_prot_lig,drugs2263,rep1,4.48,28.0
contacts_prot_lig,drugs2263,rep1,4.49,27.0
contacts_prot_lig,drugs2263,rep1,4.5,28.0
contacts_prot_lig,drugs2263,rep1,4.51,31.0
contacts_prot_lig,drugs2263,rep1,4.52,33.0
contacts_prot_lig,drugs2263,rep1,4.53,31.0
contacts_prot_lig,drugs2263,rep1,4.54,30.0
contacts_prot_lig,drugs2263,rep1,4.55,29.0
contacts_prot_lig,drugs2263,rep1,4.56,26.0
contacts_prot_lig,drugs2263,rep1,4.57,27.0
contacts_prot_lig,drugs2263,rep1,4.58,30.0
contacts_prot_lig,drugs2263,rep1,4.59,28.0
contacts_prot_lig,drugs2263,rep1,4.6,30.0
contacts_prot_lig,drugs2263,rep1,4.61,22.0
contacts_prot_lig,drugs2263,rep1,4.62,29.0
contacts_prot_lig,drugs2263,rep1,4.63,24.0
contacts_prot_lig,drugs2263,rep1,4.64,30.0
contacts_prot_lig,drugs2263,rep1,4.65,26.0
contacts_prot_lig,drugs2263,rep1,4.66,21.0
contacts_prot_lig,drugs2263,rep1,4.67,33.0
contacts_prot_lig,drugs2263,rep1,4.68,27.0
contacts_prot_lig,drugs2263,rep1,4.69,24.0
contacts_prot_lig,drugs2263,rep1,4.7,19.0
contacts_prot_lig,drugs2263,rep1,4.71,25.0
contacts_prot_lig,drugs2263,rep1,4.72,28.0
contacts_prot_lig,drugs2263,rep1,4.73,33.0
contacts_prot_lig,drugs2263,rep1,4.74,31.0
contacts_prot_lig,drugs2263,rep1,4.75,34.0
contacts_prot_lig,drugs2263,rep1,4.76,32.0
contacts_prot_lig,drugs2263,rep1,4.77,34.0
contacts_prot_lig,drugs2263,rep1,4.78,28.0
contacts_prot_lig,drugs2263,rep1,4.79,34.0
contacts_prot_lig,drugs2263,rep1,4.8,24.0
contacts_prot_lig,drugs2263,rep1,4.81,26.0
contacts_prot_lig,drugs2263,rep1,4.82,26.0
contacts_prot_lig,drugs2263,rep1,4.83,27.0
contacts_prot_lig,drugs2263,rep1,4.84,25.0
contacts_prot_lig,drugs2263,rep1,4.85,25.0
contacts_prot_lig,drugs2263,rep1,4.86,24.0
contacts_prot_lig,drugs2263,rep1,4.87,24.0
contacts_prot_lig,drugs2263,rep1,4.88,26.0
contacts_prot_lig,drugs2263,rep1,4.89,25.0
contacts_prot_lig,drugs2263,rep1,4.9,28.0
contacts_prot_lig,drugs2263,rep1,4.91,31.0
contacts_prot_lig,drugs2263,rep1,4.92,26.0
contacts_prot_lig,drugs2263,rep1,4.93,26.0
contacts_prot_lig,drugs2263,rep1,4.94,28.0
contacts_prot_lig,drugs2263,rep1,4.95,29.0
contacts_prot_lig,drugs2263,rep1,4.96,31.0
contacts_prot_lig,drugs2263,rep1,4.97,28.0
contacts_prot_lig,drugs2263,rep1,4.98,26.0
